,root,d+,d-
GO:0042816,5,2,6
GO:0035641,4,2,0
GO:0044341,6,1,3
GO:0022037,3,2,2
GO:1905552,4,3,0
GO:0051216,4,3,11
GO:1901751,5,4,1
GO:0061046,4,3,2
GO:0016477,3,1,26
GO:0000209,9,1,11
GO:0030026,5,2,0
GO:0002434,3,1,2
GO:0002699,3,3,16
GO:0030301,6,1,8
GO:0032214,4,4,0
GO:1903170,5,4,7
GO:0036304,3,2,0
GO:1902081,4,4,0
GO:1902905,4,3,9
GO:1904396,5,2,2
GO:0060702,6,2,0
GO:0110031,5,4,0
GO:1990426,6,2,0
GO:0061512,6,1,8
GO:0009135,6,1,4
GO:1904450,4,5,0
GO:0048745,5,1,5
GO:0071774,4,1,1
GO:0003151,3,2,6
GO:0010755,7,2,2
GO:0030042,6,2,4
GO:0006680,6,2,2
GO:0098784,6,1,1
GO:1900118,3,3,1
GO:0036114,6,2,0
GO:0015727,6,2,1
GO:0061383,3,1,3
GO:0021548,3,2,7
GO:0002651,4,3,0
GO:0099545,6,1,2
GO:0007007,6,1,3
GO:0031329,4,3,11
GO:0009186,6,1,3
GO:0046655,3,4,1
GO:0009229,5,3,0
GO:0036166,2,1,3
GO:0038192,4,1,0
GO:0000724,7,2,6
GO:0055025,5,3,0
GO:1903541,5,2,2
GO:0021754,4,2,0
GO:1902652,4,1,4
GO:1904702,6,2,0
GO:1904651,5,3,0
GO:0051336,4,1,13
GO:0090407,4,2,13
GO:0035789,6,1,3
GO:1903317,5,3,5
GO:0048608,3,3,8
GO:0003357,5,1,2
GO:0060467,3,3,1
GO:0090410,7,1,0
GO:0043114,3,3,5
GO:2000331,6,2,0
GO:0071918,3,2,0
GO:2001270,9,1,2
GO:0021644,4,2,0
GO:0031427,4,3,0
GO:1902992,5,3,3
GO:1903036,3,3,3
GO:0030540,4,2,2
GO:0034032,5,2,5
GO:0090601,5,1,1
GO:0036109,4,3,0
GO:1900135,5,3,0
GO:0070727,3,2,3
GO:0006855,3,2,0
GO:0061591,8,1,0
GO:0033689,4,3,0
GO:0180012,8,1,1
GO:0140973,5,4,0
GO:0018279,6,1,0
GO:0003339,6,2,2
GO:1904880,4,1,1
GO:1904016,4,1,1
GO:0070455,5,3,0
GO:1904152,6,2,2
GO:1902374,4,3,1
GO:0014888,3,1,3
GO:1902474,4,3,1
GO:0014870,3,1,1
GO:0006775,4,1,6
GO:0010717,4,2,4
GO:0140208,5,1,0
GO:1903715,6,2,2
GO:0002566,3,1,1
GO:0042789,8,2,0
GO:0051728,4,3,1
GO:0065007,1,1,5
GO:0042984,6,2,2
GO:0001833,3,2,0
GO:0070862,5,3,1
GO:0034331,5,2,2
GO:1905005,5,2,2
GO:1902730,6,2,1
GO:0062025,6,2,1
GO:0110091,6,3,0
GO:0010092,4,2,6
GO:0032642,4,2,13
GO:0014739,4,3,0
GO:0090200,5,3,0
GO:0120056,5,1,0
GO:0080163,7,1,0
GO:0031914,4,1,0
GO:0003002,3,1,21
GO:0002293,7,3,2
GO:0046449,4,1,0
GO:0043403,4,1,8
GO:1902748,3,4,0
GO:0010536,7,4,0
GO:0048812,5,2,6
GO:0061114,4,2,0
GO:0062028,5,2,2
GO:1905651,4,2,3
GO:0070247,7,2,0
GO:2000534,3,3,0
GO:0035993,3,3,0
GO:0043012,3,4,0
GO:0070813,4,1,1
GO:1902612,5,2,1
GO:0010002,5,2,4
GO:0050000,3,1,4
GO:0030032,7,2,3
GO:2001240,5,4,0
GO:0031163,5,1,2
GO:0009256,6,2,2
GO:0019372,5,2,0
GO:0008156,5,3,1
GO:0048668,4,3,5
GO:0099639,5,2,1
GO:0034089,4,2,0
GO:0032290,5,2,0
GO:1903901,3,3,2
GO:0046136,4,3,3
GO:1905276,4,3,2
GO:0016192,2,2,24
GO:1902033,5,2,2
GO:0048284,5,1,7
GO:1905553,4,4,1
GO:0060220,5,2,0
GO:0097267,5,1,0
GO:1901079,3,3,2
GO:0042371,5,3,0
GO:2000338,5,2,1
GO:0046602,4,2,2
GO:0042541,5,3,3
GO:0035906,3,2,0
GO:0009143,6,2,4
GO:1904206,4,4,0
GO:1904441,5,2,1
GO:0009133,6,2,4
GO:2000734,4,3,0
GO:0038101,6,2,0
GO:0034088,4,2,5
GO:0060623,6,2,3
GO:1903286,7,2,2
GO:1903566,4,3,1
GO:0048613,4,4,0
GO:0033364,6,1,1
GO:0019660,6,1,1
GO:0002337,8,1,0
GO:0002484,6,1,2
GO:0006534,5,2,5
GO:0071870,5,4,2
GO:0007127,4,2,6
GO:0060760,3,3,3
GO:0071803,5,4,0
GO:0071026,7,1,1
GO:0086068,4,1,1
GO:1900131,5,2,0
GO:0006203,7,3,0
GO:0061999,4,2,1
GO:0048211,4,2,0
GO:0090104,4,2,0
GO:2000328,4,3,2
GO:0032109,3,3,2
GO:0032618,3,1,2
GO:0002476,5,2,1
GO:2000156,4,2,0
GO:0007422,4,2,4
GO:0072711,5,3,0
GO:1905456,5,2,4
GO:0006891,4,1,2
GO:0006843,5,2,0
GO:0007586,2,1,3
GO:0031651,3,3,0
GO:0006376,6,2,2
GO:1905243,5,5,0
GO:1904313,6,1,0
GO:2000477,5,2,1
GO:1902744,5,3,2
GO:0033674,6,3,3
GO:2000766,6,3,1
GO:0043518,5,3,0
GO:1903530,3,3,12
GO:0003084,5,2,3
GO:0009101,5,4,11
GO:0016525,4,3,2
GO:0036289,7,2,1
GO:0002720,4,4,4
GO:0030098,4,2,6
GO:0170040,5,3,5
GO:2001271,4,3,0
GO:2000357,6,3,0
GO:0060126,4,2,1
GO:1903897,5,3,2
GO:1901557,5,3,0
GO:0099171,5,1,2
GO:0042441,4,2,1
GO:0051971,4,4,1
GO:0010085,4,2,0
GO:0097293,8,3,1
GO:1904435,6,1,1
GO:0001743,4,2,1
GO:0070304,5,3,1
GO:0006161,8,2,0
GO:2000718,6,3,2
GO:0070458,3,3,0
GO:0043320,4,3,3
GO:0060161,4,3,1
GO:0061756,5,1,6
GO:0071205,6,1,1
GO:0140576,3,1,0
GO:0048791,5,2,4
GO:2000413,7,2,1
GO:1903518,4,3,0
GO:0003156,4,2,2
GO:2000640,4,3,0
GO:0060168,5,3,0
GO:0002461,3,2,3
GO:0034440,5,1,2
GO:0010759,5,5,0
GO:0032827,4,5,0
GO:0010459,4,2,1
GO:0044085,3,1,8
GO:0021650,4,2,0
GO:0001889,5,2,6
GO:0090025,5,3,2
GO:0097120,3,1,8
GO:0030262,4,1,3
GO:0071259,4,2,0
GO:0044795,4,1,0
GO:0030382,6,1,0
GO:0060197,4,2,0
GO:0071586,6,2,0
GO:0044849,3,1,0
GO:0007041,5,1,7
GO:0031452,5,4,2
GO:1904331,5,3,1
GO:0048172,5,1,1
GO:1904992,5,4,0
GO:2000738,4,3,3
GO:0140668,6,3,0
GO:1905777,5,1,1
GO:0015824,5,3,2
GO:0010159,4,2,0
GO:0048002,3,1,11
GO:0048370,5,2,1
GO:0050765,4,3,3
GO:0002364,6,2,0
GO:0030576,7,1,0
GO:0002481,6,1,0
GO:0018958,4,2,10
GO:0000271,5,3,6
GO:0090043,7,2,2
GO:0051391,7,2,0
GO:0005991,6,1,2
GO:0022904,5,2,4
GO:0106044,6,1,2
GO:0010867,5,5,0
GO:0032436,5,4,2
GO:0032652,4,2,4
GO:0061436,6,1,0
GO:0050689,5,2,0
GO:0060413,4,3,2
GO:1901387,6,3,1
GO:0048050,6,1,1
GO:0070844,5,1,1
GO:0001549,3,4,0
GO:0021520,5,2,1
GO:0051325,3,1,2
GO:0006509,6,1,4
GO:0021570,4,1,0
GO:0010133,7,2,0
GO:0060348,4,2,10
GO:0071656,4,3,0
GO:0140493,7,2,0
GO:0050932,4,2,2
GO:1900099,4,5,0
GO:0030326,5,2,4
GO:0045234,6,2,0
GO:0010458,5,2,3
GO:0036149,7,1,0
GO:0045444,4,1,5
GO:0045338,5,2,2
GO:0014891,4,2,1
GO:1905271,5,3,1
GO:0002087,4,2,0
GO:0003065,5,3,0
GO:0030574,3,2,3
GO:1990168,9,1,0
GO:1901749,4,5,0
GO:0001708,3,2,15
GO:0043567,4,2,2
GO:2000197,4,2,3
GO:0051703,1,1,2
GO:0061074,3,2,0
GO:0006720,4,1,8
GO:0061921,6,1,0
GO:0032714,4,3,0
GO:0002832,3,3,6
GO:0007197,5,2,0
GO:2000561,8,3,2
GO:0045541,5,5,0
GO:0050907,4,3,3
GO:0120093,6,2,1
GO:1901080,6,2,3
GO:0010799,7,2,2
GO:1905380,8,2,2
GO:0071514,4,2,0
GO:0045967,3,2,0
GO:0030237,3,2,1
GO:0061737,4,1,0
GO:0010046,4,1,1
GO:2000242,2,3,18
GO:0010596,4,3,2
GO:1905152,6,3,0
GO:0045609,5,4,0
GO:0006666,4,2,0
GO:0070899,8,2,0
GO:1902774,6,1,4
GO:1905109,5,2,1
GO:0034030,7,2,3
GO:0002538,3,1,1
GO:0061738,5,1,0
GO:0042264,6,2,0
GO:0060743,4,2,0
GO:0007059,3,1,6
GO:2000271,5,3,0
GO:0035519,10,1,0
GO:0009138,6,1,4
GO:0032412,5,1,12
GO:0032096,4,3,1
GO:1904002,4,2,1
GO:0000430,7,2,2
GO:0072273,4,3,6
GO:0048675,5,2,5
GO:0044351,5,1,3
GO:0001514,7,1,2
GO:0046495,6,1,1
GO:1902256,5,2,1
GO:1901835,5,3,0
GO:1902350,5,3,0
GO:0015746,8,1,2
GO:0002090,6,2,4
GO:0002344,4,2,0
GO:0070861,6,2,3
GO:0043405,8,1,3
GO:0051983,4,2,5
GO:1904797,7,2,0
GO:0045167,4,2,0
GO:1903072,5,2,1
GO:0055096,4,2,0
GO:0043171,4,3,1
GO:0002649,4,2,1
GO:0030072,6,2,13
GO:0034767,4,4,3
GO:0021853,6,3,0
GO:0072593,3,1,7
GO:0050992,6,2,0
GO:0060718,4,2,1
GO:0042273,5,2,2
GO:1903568,5,5,0
GO:0055107,4,1,0
GO:0031554,5,3,4
GO:0072173,5,2,2
GO:2001109,5,2,1
GO:0014901,4,2,2
GO:0031117,5,5,0
GO:0018063,7,2,0
GO:0031407,6,1,1
GO:1901475,5,2,1
GO:0035669,9,2,0
GO:0097490,5,1,0
GO:0034308,4,1,13
GO:0003382,4,2,3
GO:0048167,3,2,10
GO:0000512,8,1,0
GO:0031468,6,2,1
GO:1903677,6,2,1
GO:1900217,4,2,1
GO:0051972,5,2,3
GO:0032928,6,2,2
GO:0002285,4,2,3
GO:0043069,3,3,7
GO:0050923,4,2,2
GO:2000513,4,3,0
GO:0046834,5,2,0
GO:0072176,4,2,2
GO:0170033,5,1,13
GO:0035082,5,3,4
GO:0018002,6,2,0
GO:0046365,4,3,2
GO:0031573,7,1,0
GO:0006972,4,1,2
GO:0045725,5,4,0
GO:0019740,3,2,3
GO:2000363,6,2,0
GO:0006083,7,1,2
GO:0075136,3,2,1
GO:1904263,6,3,0
GO:0003100,5,1,1
GO:0002190,5,1,3
GO:0035863,7,3,0
GO:0097428,5,1,2
GO:0140975,3,1,2
GO:1901303,4,3,0
GO:2001026,4,3,3
GO:0035128,6,2,0
GO:0019343,7,1,0
GO:1990403,5,1,0
GO:0002230,6,1,0
GO:0046380,4,5,0
GO:0035112,3,3,4
GO:0051315,4,3,4
GO:0061364,4,2,0
GO:0046635,6,3,5
GO:1902528,10,2,1
GO:0007168,5,1,0
GO:0033078,6,1,2
GO:0010498,5,2,6
GO:0009072,4,4,7
GO:1904292,5,3,2
GO:0022403,2,1,3
GO:0071450,5,2,1
GO:0120168,6,2,0
GO:0051492,5,3,2
GO:0140074,5,1,2
GO:0060526,4,2,1
GO:0072221,6,3,1
GO:0006119,7,1,6
GO:0014742,3,3,2
GO:0034620,5,2,2
GO:0140246,5,1,1
GO:2000529,5,3,0
GO:0019058,2,1,10
GO:0031644,4,2,7
GO:1902941,5,3,1
GO:0006473,6,1,7
GO:0072672,4,2,2
GO:1905371,5,2,1
GO:0009058,2,1,13
GO:1902463,5,1,2
GO:0032020,8,1,0
GO:0003330,4,3,2
GO:1900229,4,3,0
GO:0060412,4,2,3
GO:0070921,6,2,0
GO:0003221,6,2,1
GO:0071616,4,6,5
GO:1903350,5,1,1
GO:0046931,6,1,1
GO:0046928,4,4,6
GO:0009416,4,1,8
GO:0002831,3,2,12
GO:1903544,5,1,1
GO:0106104,7,2,1
GO:1901678,9,1,3
GO:2000587,5,3,0
GO:0051413,5,3,0
GO:0002803,5,4,1
GO:0050807,4,3,11
GO:2000623,6,3,0
GO:0021702,4,3,0
GO:2000343,5,3,0
GO:0015853,7,1,0
GO:0008637,5,2,4
GO:0048843,4,4,0
GO:0032076,5,3,1
GO:0002192,7,1,0
GO:0022615,3,1,0
GO:0002585,4,3,1
GO:1901071,5,1,5
GO:0051167,4,3,1
GO:1900010,4,1,1
GO:1905902,3,2,1
GO:0072050,3,2,1
GO:0051338,4,1,21
GO:0050853,6,1,4
GO:0071492,7,2,0
GO:0042402,6,1,4
GO:1905051,5,2,1
GO:1901203,4,4,1
GO:0099111,4,1,3
GO:1900369,3,4,1
GO:0009932,4,1,0
GO:0086026,5,2,1
GO:0010838,5,3,0
GO:0003161,6,1,3
GO:0036162,6,1,2
GO:0032374,6,2,6
GO:0034389,5,1,3
GO:0030208,5,5,0
GO:2000060,4,4,1
GO:0010816,3,3,0
GO:2000211,6,2,3
GO:0009259,5,2,5
GO:0010956,5,5,0
GO:1904693,3,3,0
GO:0035524,4,3,2
GO:1902966,5,3,0
GO:0003182,4,2,0
GO:0032511,4,2,1
GO:1904268,4,4,0
GO:0061178,5,2,2
GO:0032881,4,3,2
GO:1904505,4,3,3
GO:0002360,4,2,2
GO:0021697,3,2,3
GO:0048703,4,2,0
GO:0046390,5,3,2
GO:0110010,5,1,0
GO:0021747,4,2,0
GO:0014017,4,2,1
GO:2000200,4,3,2
GO:0071071,5,3,5
GO:0072267,5,3,0
GO:0071322,5,3,5
GO:0046035,7,2,2
GO:0048877,5,2,0
GO:1902177,6,3,1
GO:0051586,5,3,0
GO:1902473,5,2,4
GO:0045778,3,3,1
GO:0002828,4,2,4
GO:0010611,4,3,3
GO:0045059,4,2,2
GO:0035814,3,4,0
GO:0099638,5,3,3
GO:0150173,5,3,1
GO:0070285,4,2,0
GO:0006508,4,1,7
GO:0062125,6,2,2
GO:0010749,5,2,2
GO:0097435,4,1,15
GO:1905774,5,2,2
GO:0071217,4,3,0
GO:0048792,5,2,0
GO:0170036,4,1,10
GO:0010496,2,2,2
GO:0006957,4,2,2
GO:1990502,5,1,0
GO:0099532,4,1,2
GO:0051000,7,2,0
GO:1901328,4,3,1
GO:2000008,5,2,2
GO:0001802,5,3,2
GO:0048789,7,1,0
GO:2000220,4,3,1
GO:0043321,5,3,2
GO:0030031,5,2,2
GO:0018401,5,3,0
GO:1901000,5,2,1
GO:0098912,7,2,0
GO:0021602,3,2,13
GO:1900271,4,2,2
GO:1905186,5,2,1
GO:1904924,6,2,0
GO:0035655,5,2,3
GO:0035513,4,2,0
GO:0015740,8,1,6
GO:0032914,5,3,0
GO:0007631,3,1,8
GO:0005983,7,2,0
GO:2000288,4,3,1
GO:0031455,5,1,1
GO:2001303,5,5,0
GO:1903426,4,3,3
GO:2000978,5,3,0
GO:0098609,3,1,17
GO:0010742,5,1,3
GO:0019236,4,1,1
GO:0021783,4,3,3
GO:0006684,3,3,2
GO:0036509,9,1,0
GO:0060972,4,1,3
GO:0034445,3,4,0
GO:0070150,7,2,0
GO:0070317,4,3,0
GO:0016239,5,3,6
GO:0021723,3,2,0
GO:0020027,4,1,1
GO:0034231,4,1,0
GO:0044774,5,2,2
GO:2000808,3,3,0
GO:0001764,4,2,8
GO:0036230,4,1,3
GO:0061047,3,4,0
GO:1902093,3,5,1
GO:0006470,5,2,8
GO:0098529,7,2,0
GO:0140076,4,3,0
GO:0045901,6,3,0
GO:0072720,4,2,1
GO:0071306,5,4,0
GO:0050675,5,2,1
GO:0032014,6,3,0
GO:2000562,8,4,0
GO:0002634,4,3,2
GO:0071724,7,1,2
GO:0010919,5,5,3
GO:0045608,5,4,0
GO:0090294,6,2,1
GO:1903774,4,3,0
GO:2001032,6,2,2
GO:0097398,6,2,1
GO:0002946,6,1,1
GO:0101024,4,3,1
GO:1905652,5,3,0
GO:0072015,6,2,1
GO:2000178,4,3,4
GO:0007215,4,1,5
GO:0048680,4,5,1
GO:0045658,7,2,2
GO:0048663,4,2,9
GO:1903076,6,3,4
GO:1904063,5,3,7
GO:0106057,6,3,1
GO:0150105,6,1,4
GO:0046434,4,2,6
GO:0009411,5,1,6
GO:0046754,4,1,0
GO:0048488,5,2,5
GO:0098795,7,1,0
GO:0021889,4,2,1
GO:1900753,5,4,0
GO:1900020,9,2,0
GO:0090129,3,4,0
GO:0046500,3,2,2
GO:0045931,4,3,2
GO:0097384,4,2,1
GO:1903197,4,5,0
GO:0043686,5,1,0
GO:0001971,5,3,0
GO:0071693,5,2,0
GO:0002361,7,2,4
GO:0038003,4,1,3
GO:0071671,4,3,2
GO:1905461,7,3,0
GO:0098920,7,2,1
GO:0030210,5,3,0
GO:0008065,5,2,0
GO:0019389,6,1,1
GO:0045453,4,2,3
GO:0015920,5,2,0
GO:0034375,4,1,0
GO:1901341,6,3,1
GO:0042531,7,3,0
GO:0072599,5,2,2
GO:0031223,4,2,1
GO:0001781,4,4,3
GO:0003209,4,2,4
GO:0043201,4,3,1
GO:0038020,5,2,0
GO:0043457,5,2,3
GO:0021997,4,3,0
GO:0098655,4,2,17
GO:0014707,5,2,0
GO:1904507,3,4,0
GO:0043589,4,2,0
GO:0002333,8,1,0
GO:0019627,3,4,2
GO:0042918,4,3,1
GO:0071028,8,2,1
GO:0120197,4,2,0
GO:2000809,3,3,0
GO:0010762,5,2,3
GO:0009134,6,2,3
GO:1904950,4,3,4
GO:0060732,4,6,1
GO:0007188,4,1,3
GO:1903593,3,4,1
GO:0021528,5,2,0
GO:1901696,4,1,0
GO:2000551,5,3,2
GO:0016322,5,1,2
GO:0045161,5,2,2
GO:0018992,3,2,2
GO:0030514,4,4,2
GO:0051693,6,2,2
GO:0014912,5,3,2
GO:0051967,4,3,0
GO:1902285,5,2,1
GO:0006520,3,2,12
GO:0070171,4,3,0
GO:0090335,5,2,2
GO:0035880,4,3,0
GO:0090138,4,2,0
GO:0007163,2,1,10
GO:1904666,6,1,2
GO:0046541,3,3,3
GO:0046579,6,3,0
GO:0036530,5,3,0
GO:0000962,4,4,0
GO:1901247,3,4,0
GO:0016199,5,1,0
GO:0070922,6,2,0
GO:0090051,6,3,0
GO:0002028,6,2,3
GO:1903945,6,3,0
GO:1902950,6,3,2
GO:0070167,4,2,4
GO:0060058,5,2,0
GO:0061369,5,1,0
GO:0032781,4,2,5
GO:0098664,4,1,2
GO:0098693,4,2,0
GO:0042559,5,3,2
GO:0051346,5,2,10
GO:0038128,7,1,3
GO:0052548,6,1,6
GO:0051098,3,1,11
GO:0170037,4,1,1
GO:0090170,6,2,0
GO:0050427,4,4,1
GO:0016070,5,1,14
GO:0060922,5,3,2
GO:0019518,7,2,0
GO:0021988,3,2,2
GO:0032100,4,2,0
GO:0071613,3,1,2
GO:0035038,4,3,0
GO:0033212,4,3,3
GO:2000425,6,2,2
GO:0048290,7,1,3
GO:1904020,5,3,2
GO:0023056,2,3,6
GO:0141113,6,3,1
GO:0033617,7,2,0
GO:0009148,7,2,2
GO:0006707,5,3,0
GO:0035634,5,1,1
GO:0070741,5,1,1
GO:1902943,5,3,0
GO:1900453,2,4,0
GO:0060676,7,2,4
GO:1904062,5,2,10
GO:0035494,3,2,0
GO:0043316,4,3,2
GO:0048666,4,2,12
GO:1990784,4,2,1
GO:0008272,5,2,1
GO:0030970,5,3,4
GO:0021861,5,2,0
GO:0098880,7,2,1
GO:0048568,4,2,11
GO:0006370,6,3,0
GO:0030500,4,3,3
GO:1902895,6,4,0
GO:0032925,5,2,3
GO:0051344,6,2,0
GO:0021686,4,3,0
GO:0048736,3,2,2
GO:0033627,3,1,4
GO:0007623,2,1,7
GO:1905492,3,4,0
GO:0002282,5,2,0
GO:0009450,5,3,0
GO:1904889,6,2,3
GO:0018277,5,1,0
GO:0002888,5,3,7
GO:0001911,4,4,4
GO:0021885,4,2,2
GO:0032701,4,3,0
GO:0010927,3,3,7
GO:0014887,4,1,4
GO:0031161,7,2,0
GO:0099074,4,2,0
GO:0061448,4,1,8
GO:0032489,7,2,0
GO:1904736,6,3,0
GO:0042633,3,1,4
GO:1905344,8,1,1
GO:1901987,4,2,8
GO:0010669,4,1,1
GO:0042495,7,2,0
GO:0070848,3,1,9
GO:0030193,3,5,3
GO:1900461,5,2,0
GO:0089718,4,2,17
GO:0061614,7,2,3
GO:0038091,4,2,0
GO:0033137,7,3,1
GO:0035120,4,2,1
GO:0009955,4,1,1
GO:0002674,5,3,1
GO:2000378,4,3,4
GO:0051615,6,2,0
GO:0110088,6,1,2
GO:0007004,7,2,3
GO:0019941,6,2,3
GO:2000683,3,3,0
GO:2000078,3,5,0
GO:0001952,5,2,5
GO:0007185,5,1,0
GO:0071218,5,2,2
GO:0110061,5,2,2
GO:0007566,2,3,1
GO:0097396,5,1,1
GO:0072718,3,1,1
GO:0006094,6,2,3
GO:1904380,8,1,1
GO:2000756,7,2,3
GO:0044319,4,2,1
GO:0031167,5,2,2
GO:1905323,6,1,1
GO:0006825,8,1,2
GO:0032370,3,4,9
GO:0008360,3,2,2
GO:0060887,5,2,0
GO:0051461,3,4,0
GO:0033601,3,5,0
GO:1904482,5,4,0
GO:1990384,3,2,0
GO:0033239,3,3,3
GO:0071641,5,3,0
GO:1905907,5,4,0
GO:0051354,5,2,4
GO:0045168,4,2,1
GO:1903579,6,3,2
GO:0090480,4,1,1
GO:0060566,5,4,1
GO:0120057,5,2,1
GO:0140454,5,1,0
GO:0071578,6,2,2
GO:2000359,3,2,1
GO:0072284,4,2,2
GO:1903238,5,3,0
GO:0045785,3,3,4
GO:0072312,6,3,2
GO:0007292,4,1,4
GO:0043244,4,2,6
GO:0090067,4,1,0
GO:0003406,4,2,0
GO:0014060,5,2,2
GO:0030389,5,1,2
GO:0043266,6,2,3
GO:0034392,6,3,1
GO:0071447,5,3,1
GO:1903383,6,3,1
GO:0060920,6,1,4
GO:0021891,5,2,2
GO:0090529,4,2,1
GO:0061004,3,3,8
GO:0060323,3,3,1
GO:0048378,6,2,0
GO:0009804,4,1,1
GO:1904695,4,4,0
GO:0070487,6,1,2
GO:0060525,3,3,3
GO:0042772,5,1,1
GO:0042246,3,2,5
GO:0042595,4,1,0
GO:0042274,5,2,2
GO:0045590,7,3,0
GO:0017157,4,3,6
GO:1905517,4,2,5
GO:0060177,5,1,0
GO:0016121,6,2,1
GO:0034762,3,3,11
GO:0072209,6,2,1
GO:1905931,5,4,0
GO:0018960,5,1,0
GO:1902338,4,3,2
GO:0042450,6,2,0
GO:1903327,5,3,1
GO:0032682,4,3,7
GO:1905676,4,3,0
GO:0019227,4,3,0
GO:0006448,6,2,5
GO:0010954,6,4,3
GO:0002874,5,3,1
GO:1903217,7,3,0
GO:0006110,5,5,3
GO:0055011,6,1,1
GO:0009119,5,1,4
GO:0051149,4,3,2
GO:0030282,3,2,4
GO:0099553,7,2,0
GO:0060282,3,4,0
GO:0014002,5,2,2
GO:0061772,5,1,0
GO:0002731,5,4,1
GO:0048593,6,2,7
GO:1905373,6,3,0
GO:0021658,4,2,2
GO:0060381,7,2,0
GO:0099039,5,2,1
GO:0050954,5,1,3
GO:0060371,4,1,0
GO:2000269,5,2,2
GO:0070142,3,2,2
GO:0106120,6,3,1
GO:0032057,3,2,1
GO:1901148,6,2,0
GO:0033092,8,3,0
GO:0002296,7,2,0
GO:1904556,5,2,0
GO:0005977,6,2,5
GO:0070640,5,2,1
GO:0098886,8,1,0
GO:0071449,6,3,0
GO:1904750,5,3,0
GO:0031204,5,2,0
GO:1902230,5,3,1
GO:0036494,4,3,0
GO:0045053,4,2,0
GO:0070934,6,1,0
GO:1900157,5,2,2
GO:0007029,5,2,6
GO:0035332,5,3,0
GO:0014859,4,3,1
GO:0006446,4,2,11
GO:0098887,5,2,1
GO:0045792,6,1,0
GO:0036049,7,2,0
GO:0021782,4,2,6
GO:0120161,3,3,2
GO:0045991,6,2,3
GO:0002886,5,2,10
GO:1902306,5,4,1
GO:0006284,6,1,6
GO:1904875,5,2,2
GO:0030277,4,2,1
GO:0006883,5,2,0
GO:0072229,6,3,1
GO:0006941,5,1,5
GO:0007060,4,2,1
GO:1990637,5,1,1
GO:0000578,4,2,4
GO:0006784,5,2,0
GO:0010636,3,4,0
GO:0097577,3,3,1
GO:0032497,5,2,0
GO:0015876,7,1,1
GO:0050670,5,3,5
GO:0042398,4,2,8
GO:0001823,5,1,4
GO:0051058,5,3,3
GO:0019080,2,1,3
GO:0098757,6,1,1
GO:1904711,5,2,1
GO:1905715,4,2,1
GO:2000655,3,4,0
GO:2000527,5,2,1
GO:0006699,5,4,3
GO:0032799,5,1,1
GO:1905042,4,3,0
GO:0030490,6,2,2
GO:0000302,4,2,7
GO:0002209,3,2,1
GO:2000586,5,2,2
GO:0006568,5,3,3
GO:1904731,5,3,1
GO:1904684,8,3,1
GO:0046601,4,5,1
GO:0002682,2,2,14
GO:0090194,4,3,0
GO:1902275,4,2,3
GO:0097350,4,2,0
GO:0008627,5,2,4
GO:0099543,6,1,3
GO:2000479,8,1,2
GO:0002694,3,3,8
GO:0010821,5,2,8
GO:2000330,5,4,0
GO:0060191,5,1,4
GO:0032088,5,1,1
GO:0060601,4,2,3
GO:0051951,5,4,0
GO:0021904,5,2,1
GO:0050766,4,3,4
GO:1901862,3,3,2
GO:0006383,7,1,8
GO:0099177,3,3,3
GO:2000105,6,3,4
GO:0002703,4,2,6
GO:0000910,3,2,5
GO:0008354,4,2,0
GO:0060839,5,2,4
GO:0006621,6,1,0
GO:0061077,3,1,4
GO:0072106,5,4,1
GO:0002275,4,2,7
GO:0042074,5,2,4
GO:0038127,6,1,7
GO:0006301,6,1,2
GO:0036517,5,2,0
GO:1904352,5,3,1
GO:0031989,4,1,0
GO:0060165,4,2,0
GO:0061820,8,1,2
GO:0090118,4,3,3
GO:0060083,5,2,0
GO:0072021,6,2,1
GO:0071542,5,1,4
GO:1903489,3,5,0
GO:1902565,4,3,0
GO:1900029,5,3,0
GO:1903294,5,4,1
GO:0032911,5,3,0
GO:1900673,4,2,1
GO:0014732,5,2,0
GO:0007338,3,1,10
GO:0021915,4,4,3
GO:0018211,6,1,1
GO:1903333,3,3,2
GO:0035063,7,1,0
GO:0045010,5,1,5
GO:1902206,5,3,0
GO:0032571,5,2,1
GO:0072019,6,2,2
GO:0002757,3,2,2
GO:0034248,3,2,10
GO:0030214,7,2,0
GO:0009624,3,1,0
GO:0045584,7,3,0
GO:0006001,6,2,1
GO:0050850,5,3,2
GO:0042023,4,1,3
GO:1990700,4,3,1
GO:0003051,5,2,0
GO:0070189,4,4,2
GO:0061880,6,2,1
GO:2000415,7,3,0
GO:0002262,2,2,7
GO:0019367,7,1,0
GO:0015966,8,2,0
GO:0070231,7,1,8
GO:0001771,4,2,4
GO:1903723,4,3,0
GO:0000165,5,1,8
GO:0009069,5,2,7
GO:1901550,5,3,3
GO:0048549,4,3,1
GO:1903450,4,2,1
GO:0034616,4,1,1
GO:0000076,6,1,1
GO:0018963,5,2,0
GO:0009746,6,1,4
GO:1903714,4,3,1
GO:2000332,3,3,1
GO:0090400,4,1,1
GO:0070897,7,2,3
GO:0031585,5,3,1
GO:0030889,6,4,0
GO:0042148,6,2,3
GO:1903003,8,3,1
GO:1901019,6,2,8
GO:0042149,5,1,0
GO:1903348,5,3,0
GO:0072022,3,2,1
GO:0090387,6,2,1
GO:0030300,5,2,2
GO:0045624,4,5,3
GO:0010712,3,2,4
